1,2,3,4,5,6,7,8,9,time,delta,,,
38,16,14,0,0,2,3,0,0,15.28471528,1,15.26052819,15.28471528,2257
50,7,13,12,0,1,3,0,1,8.220351077,1,8.194147038,8.220351077,2740
45,274,19,0,0,2,3,0,0,27.08719852,1,27.06638116,27.08719852,2571
49,125,46,2,1,2,3,0,1,9.319252176,1,9.293361884,9.319252176,2323
35,4,6,0,0,1,2,0,0,8.677037248,1,8.650963597,8.677037248,2694
57,5,0,3,1,1,3,1,0,16.68331668,1,16.65952891,16.68331668,2865
64,0,16,2,1,1,2,0,0,41.88668474,1,41.87009279,41.88668474,1266
68,64,23,0,1,3,2,0,0,4.838019124,1,4.810849393,4.838019124,1361
47,7,1,1,0,1,3,0,1,54.28856857,1,54.27551749,54.28856857,1731
38,34,22,0,0,1,3,0,0,25.44598259,1,25.42469665,25.44598259,1985
65,174,60,0,1,2,3,0,0,22.62023691,1,22.59814418,22.62023691,2799
36,0,8,0,0,2,3,0,0,27.77222777,1,27.751606,27.77222777,2236
79,443,211,0,1,2,2,0,0,14.67104324,1,14.64668094,14.67104324,2959
50,21,23,0,0,1,2,0,0,32.72441844,1,32.70521056,32.72441844,2283
43,2,10,2,0,2,3,0,1,33.92321964,1,33.90435403,33.92321964,1597
44,0,5,0,0,2,3,0,0,14.04309976,1,14.01855817,14.04309976,1753
48,202,172,0,0,1,3,0,0,55.68716997,1,55.6745182,55.68716997,2239
51,0,0,0,1,1,3,0,0,14.97074354,1,14.94646681,14.97074354,2113
45,6,0,0,1,1,3,0,0,18.4529756,1,18.42969308,18.4529756,1656
50,97,40,0,0,1,3,0,0,14.34280006,1,14.31834404,14.34280006,1369
52,51,0,0,0,1,3,0,0,74.12587413,1,74.1184868,74.12587413,1349
43,44,12,0,0,1,3,0,0,24.17582418,1,24.15417559,24.17582418,2683
57,531,89,0,1,1,3,0,0,31.92521764,1,31.90578158,31.92521764,2875
59,60,402,5,1,1,2,0,0,16.08391608,1,16.05995717,16.08391608,1869
51,0,35,1,0,1,2,0,1,62.72299129,1,62.71234832,62.72299129,2983
69,0,4,0,1,2,3,0,0,19.03810475,1,19.01498929,19.03810475,1695
67,82,691,0,1,2,3,0,0,11.38861139,1,11.36331192,11.38861139,1811
59,12,290,13,1,2,3,1,0,22.52033681,1,22.49821556,22.52033681,2975
47,973,135,0,0,2,2,0,0,16.5548737,1,16.53104925,16.5548737,2413
49,1002,243,8,0,2,2,0,1,7.835022121,1,7.808708066,7.835022121,1076
42,32,2,0,0,2,3,0,0,14.77094334,1,14.74660956,14.77094334,1977
54,248,29,6,0,2,3,0,0,23.97602398,1,23.95431834,23.97602398,2399
38,299,20,0,0,1,3,0,0,4.952190666,1,4.925053533,4.952190666,2885
62,88,178,20,1,3,2,0,0,9.076637648,1,9.050678087,9.076637648,1900
67,0,20,15,1,3,3,1,0,0.3996004,1,0.371163455,0.3996004,1018
63,0,245,0,1,2,2,0,0,13.31525617,1,13.29050678,13.31525617,2515
50,22,8,4,1,3,2,0,0,3.353789068,1,3.326195575,3.353789068,2505
53,13,282,0,0,1,2,0,0,18.12473241,1,18.10135617,18.12473241,2494
55,0,124,0,1,1,3,0,0,5.109176538,1,5.082084226,5.109176538,2355
32,83,43,0,0,2,3,0,0,44.2700157,1,44.25410421,44.2700157,1514
66,50,34,11,1,2,2,0,0,3.025545883,1,2.997858672,3.025545883,2249
39,27,10,0,0,1,3,0,0,51.56272299,1,51.54889365,51.56272299,1090
28,0,13,0,0,1,2,0,0,16.41215927,1,16.38829408,16.41215927,1663
65,55,55,15,1,3,2,0,0,6.322249179,1,6.295503212,6.322249179,1682
43,410,85,10,0,2,3,0,0,6.407877836,1,6.381156317,6.407877836,2332
36,354,266,0,0,2,3,0,0,12.48751249,1,12.46252677,12.48751249,2151
32,28,16,0,0,1,3,0,0,47.95204795,1,47.93718772,47.95204795,1598
60,45,135,0,1,2,3,0,0,13.9574711,1,13.93290507,13.9574711,1836
66,1,14,10,1,2,2,0,0,5.394605395,1,5.367594575,5.394605395,1353
70,75,598,4,1,1,2,0,0,15.39888683,1,15.37473233,15.39888683,2379
58,12,35,0,1,1,3,0,0,48.06621949,1,48.05139186,48.06621949,2482
62,35,192,3,1,2,3,0,0,8.034822321,1,8.00856531,8.034822321,2345
68,0,4,1,1,1,2,0,0,4.852290567,1,4.825124911,4.852290567,1560
59,19,35,16,1,2,3,1,0,7.820750678,1,7.794432548,7.820750678,2885
69,1170,273,0,1,2,2,0,0,33.48080491,1,33.46181299,33.48080491,1147
44,500,115,2,0,2,2,0,1,24.04738119,1,24.02569593,24.04738119,1867
59,149,233,5,1,2,2,0,0,16.38361638,1,16.35974304,16.38361638,1711
44,192,20,4,0,2,2,0,1,27.64378479,1,27.62312634,27.64378479,2849
33,142,57,0,0,1,3,0,0,22.00656486,1,21.98429693,22.00656486,2924
29,125,92,0,0,2,2,0,0,42.70015699,1,42.68379729,42.70015699,1450
52,48,0,0,0,1,3,0,0,12.37334094,1,12.34832263,12.37334094,2437
47,237,23,0,0,1,3,0,0,6.093906094,1,6.067094932,6.093906094,2405
51,0,0,0,0,2,3,0,0,11.10318253,1,11.07780157,11.10318253,2087
49,0,0,0,0,1,3,0,0,5.209076638,1,5.182012848,5.209076638,1299
37,13,31,2,0,2,3,0,1,14.1572713,1,14.13276231,14.1572713,1597
35,0,0,1,0,2,3,0,1,9.147994862,1,9.122055675,9.147994862,2795
60,62,450,16,1,3,3,0,1,2.169259312,1,2.141327623,2.169259312,2500
63,9,0,6,1,3,3,0,0,53.432282,1,53.41898644,53.432282,1377
43,109,68,23,0,2,2,0,1,43.22820037,1,43.21199143,43.22820037,2074
70,446,182,7,1,3,2,0,0,1.327244184,1,1.299072091,1.327244184,1883
49,10,0,0,0,1,2,0,0,16.39788783,1,16.37401856,16.39788783,1182
58,7,577,17,1,2,3,1,0,26.68759812,1,26.66666667,26.68759812,2384
47,14,11,0,0,2,3,0,0,13.30098473,1,13.27623126,13.30098473,1610
42,4,0,10,0,3,3,0,1,2.668759812,1,2.640970735,2.668759812,2315
72,0,7,3,1,1,3,0,0,10.20408163,1,10.17844397,10.20408163,2055
68,64,386,1,1,2,3,0,0,6.093906094,1,6.067094932,6.093906094,1275
49,7,0,2,1,1,3,0,1,18.89539032,1,18.87223412,18.89539032,2900
57,0,7,0,1,2,3,0,0,6.893106893,1,6.866523911,6.893106893,1995
53,0,1,0,1,1,3,0,0,0.727843585,1,0.699500357,0.727843585,2828
35,53,111,2,0,2,3,0,1,22.83430855,1,22.81227695,22.83430855,1179
42,18,45,0,0,1,3,0,0,9.79020979,1,9.764453961,9.79020979,1774
40,24,7,0,0,2,2,0,0,11.2601684,1,11.23483226,11.2601684,1625
50,140,64,2,1,2,3,1,0,0.028542886,1,0,0.028542886,2558
55,8,32,3,1,2,2,0,0,3.596403596,1,3.568879372,3.596403596,2181
54,7,0,1,1,1,3,0,0,27.3155416,1,27.29478944,27.3155416,2244
63,161,203,0,1,1,3,0,0,5.794205794,1,5.767309065,5.794205794,2844
53,0,26,19,1,3,3,0,1,4.26716141,1,4.239828694,4.26716141,2150
50,0,36,2,0,3,3,0,1,4.36706151,1,4.339757316,4.36706151,1097
48,45,90,0,0,1,3,0,0,7.364064507,1,7.337615989,7.364064507,1901
47,701,162,0,1,1,3,0,0,11.07463965,1,11.04925054,11.07463965,2759
72,26,104,14,1,2,3,0,0,8.705580134,1,8.679514632,8.705580134,1589
42,46,90,1,0,1,3,0,1,21.67832168,1,21.65596003,21.67832168,2329
49,0,16,11,0,2,3,1,1,9.347795062,1,9.321912919,9.347795062,2853
49,11,16,0,0,1,3,0,0,3.21107464,1,3.1834404,3.21107464,1868
30,0,1,0,0,1,3,0,0,7.092907093,1,7.066381156,7.092907093,1689
41,236,25,4,0,3,3,0,1,28.00057086,1,27.98001428,28.00057086,1499
41,10,4,5,0,2,3,0,0,27.54388469,1,27.52319772,27.54388469,2435
30,0,1,0,0,2,3,0,0,8.077636649,1,8.051391863,8.077636649,1298
47,9,7,0,0,1,3,0,0,13.54359926,1,13.51891506,13.54359926,1356
58,5,14,1,1,1,3,1,0,10.83202512,1,10.80656674,10.83202512,2052
44,75,116,0,0,1,2,0,0,24.77522478,1,24.75374732,24.77522478,2805
60,0,80,3,1,2,3,0,0,8.106179535,1,8.079942898,8.106179535,2394
61,4,0,10,1,3,3,1,0,4.980733552,1,4.953604568,4.980733552,2020
41,510,20,3,0,2,3,0,1,12.00228343,1,11.97715917,12.00228343,2840
46,16,60,0,0,1,3,0,0,9.747395462,1,9.721627409,9.747395462,2077
48,26,110,3,1,1,3,0,1,7.592407592,1,7.566024268,7.592407592,2447
62,0,0,2,1,2,3,1,0,2.897102897,1,2.869379015,2.897102897,1077
43,8,0,0,0,1,3,0,0,7.421150278,1,7.394718059,7.421150278,2214
67,4,6,3,1,2,3,0,0,37.54816612,1,37.53033547,37.54816612,1711
71,90,74,15,1,2,2,0,0,29.94148708,1,29.92148465,29.94148708,1740
59,14,81,6,1,2,3,1,0,13.64349936,1,13.61884368,13.64349936,2545
53,0,2,0,1,2,3,0,0,4.409875838,1,4.382583869,4.409875838,2706
54,5,137,0,1,1,2,0,0,15.855573,1,15.83154889,15.855573,1857
53,368,62,0,0,2,3,0,0,27.58669902,1,27.56602427,27.58669902,1871
49,91,514,0,0,2,3,0,0,5.908377337,1,5.881513205,5.908377337,1732
63,159,643,2,1,1,2,0,0,13.68631369,1,13.66167024,13.68631369,1020
67,183,389,0,1,1,2,0,0,42.41472813,1,42.39828694,42.41472813,1637
47,122,33,0,0,2,3,0,0,50.23547881,1,50.22127052,50.23547881,1609
73,8,0,4,1,2,3,0,0,6.77893535,1,6.752319772,6.77893535,2250
67,284,65,8,1,2,3,1,0,23.54788069,1,23.52605282,23.54788069,1021
71,79,181,0,1,2,3,0,0,1.955187669,1,1.927194861,1.955187669,2508
65,0,0,6,1,3,3,1,0,6.493506494,1,6.466809422,6.493506494,1436
61,414,222,0,1,1,3,0,0,34.56543457,1,34.54675232,34.56543457,2456
63,304,376,3,1,2,2,0,0,39.0752105,1,39.05781585,39.0752105,2525
64,46,59,12,1,2,3,0,0,18.83830455,1,18.81513205,18.83830455,1111
56,126,124,0,1,2,3,0,0,20.99329242,1,20.97073519,20.99329242,2016
70,15,0,0,1,1,2,0,0,14.7566719,1,14.73233405,14.7566719,1248
46,471,72,1,0,3,3,0,1,30.3125446,1,30.29264811,30.3125446,2754
46,579,98,0,0,1,3,0,0,2.426145283,1,2.398286938,2.426145283,1487
67,0,0,0,1,1,3,0,0,29.4134437,1,29.39329051,29.4134437,1641
62,420,234,11,1,2,3,0,0,4.809476238,1,4.782298358,4.809476238,2485
32,23,16,7,0,2,3,0,1,16.39788783,1,16.37401856,16.39788783,2257
40,117,14,5,0,1,3,0,1,8.619951477,1,8.593861527,8.619951477,2145
47,0,0,0,0,3,3,0,0,18.32453261,1,18.30121342,18.32453261,2468
62,0,0,24,1,1,3,1,0,7.007278436,1,6.980728051,7.007278436,2106
47,0,81,6,1,2,3,0,1,20.99329242,1,20.97073519,20.99329242,2089
55,146,92,5,1,2,3,0,1,10.64649636,1,10.62098501,10.64649636,1944
48,276,31,0,0,1,3,0,0,24.44698159,1,24.42541042,24.44698159,2203
45,396,121,1,0,1,2,0,1,6.607678036,1,6.581013562,6.607678036,2380
57,103,84,3,1,1,3,1,0,32.15356072,1,32.13418986,32.15356072,2391
34,2,7,0,0,2,3,0,0,43.51362923,1,43.49750178,43.51362923,2585
66,272,1110,14,1,2,3,1,0,10.08991009,1,10.06423983,10.08991009,1022
31,590,193,3,0,1,2,0,1,19.45197659,1,19.4289793,19.45197659,2769
57,91,144,2,1,3,3,0,0,24.87512488,1,24.85367595,24.87512488,1335
54,0,12,2,1,1,3,0,1,17.42543171,1,17.40185582,17.42543171,2080
63,0,10,13,1,2,3,1,0,2.183530755,1,2.155603141,2.183530755,1779
72,66,256,4,1,3,3,1,0,24.36135293,1,24.33975732,24.36135293,2666
62,280,551,1,1,1,3,0,0,26.64478379,1,26.62384011,26.64478379,1669
83,0,615,5,1,2,3,0,0,20.50806337,1,20.48536759,20.50806337,1420
42,0,225,0,0,2,3,0,0,7.292707293,1,7.266238401,7.292707293,1333
54,430,116,0,0,1,3,0,0,32.63878978,1,32.61955746,32.63878978,2123
40,41,222,0,0,2,3,0,0,24.38989582,1,24.36830835,24.38989582,2904
63,36,1825,1,1,2,3,1,0,25.87412587,1,25.85296217,25.87412587,2092
43,4,0,3,0,2,3,0,1,32.3105466,1,32.29122056,32.3105466,1964
66,34,242,2,1,2,3,0,0,42.00085629,1,41.98429693,42.00085629,1514
49,0,0,7,0,3,3,0,1,4.838019124,1,4.810849393,4.838019124,1477
44,12,0,7,0,3,3,0,1,19.79449122,1,19.77159172,19.79449122,1752
46,25,5,4,0,2,2,0,0,5.92264878,1,5.895788722,5.92264878,2968
60,109,127,0,1,2,3,0,0,19.62323391,1,19.60028551,19.62323391,1344
64,33,96,5,1,1,3,0,1,2.183530755,1,2.155603141,2.183530755,1266
43,0,37,20,0,2,3,0,1,53.432282,1,53.41898644,53.432282,1087
39,191,330,6,0,3,3,0,1,11.33152562,1,11.30620985,11.33152562,2654
56,0,1,3,1,2,3,0,0,4.481233053,1,4.453961456,4.481233053,2041
68,0,634,10,1,3,3,1,0,15.79848723,1,15.77444682,15.79848723,1820
60,257,729,0,1,1,2,0,0,8.363065506,1,8.336902213,8.363065506,1016
78,938,1022,0,1,3,3,0,0,13.40088483,1,13.37615989,13.40088483,2367
48,635,411,1,0,2,3,0,1,22.09219352,1,22.06995004,22.09219352,1235
48,0,33,7,0,2,3,0,1,9.005280434,1,8.9793005,9.005280434,1649
55,232,259,12,1,1,3,0,1,6.950192664,1,6.923625981,6.950192664,2023
44,84,36,5,0,2,3,0,1,21.99229342,1,21.97002141,21.99229342,2983
55,58,80,2,1,1,3,1,0,50.60653632,1,50.59243398,50.60653632,2724
49,462,66,2,0,2,2,0,1,16.9544741,1,16.93076374,16.9544741,2376
40,0,4,1,0,2,2,0,1,11.28871129,1,11.2633833,11.28871129,2125
50,155,48,17,0,2,3,1,0,8.063365206,1,8.037116345,8.063365206,1579
66,6,117,4,1,2,3,1,0,27.40117026,1,27.38044254,27.40117026,1888
43,78,83,0,0,2,2,0,0,12.20208363,1,12.17701642,12.20208363,2108
38,125,0,2,0,1,3,0,1,5.865563008,1,5.838686652,5.865563008,1889
67,231,173,2,1,2,3,0,0,30.26973027,1,30.24982156,30.26973027,1972
37,0,5,3,0,2,3,0,0,9.918652776,1,9.892933619,9.918652776,1361
48,0,0,1,1,2,3,0,1,0.713572142,1,0.685224839,0.713572142,1901
76,0,0,12,1,3,3,1,0,4.309975739,1,4.282655246,4.309975739,2312
54,95,500,0,1,1,2,0,0,26.44498359,1,26.42398287,26.44498359,1105
67,92,339,6,1,1,3,1,0,10.54659626,1,10.52105639,10.54659626,2913
69,10,51,10,1,2,3,0,0,13.57214214,1,13.5474661,13.57214214,2164
40,223,64,1,0,1,3,0,1,6.664763808,1,6.638115632,6.664763808,1246
37,99,64,0,0,1,3,0,0,6.707578136,1,6.680942184,6.707578136,2634
64,155,620,3,1,1,2,0,0,8.677037248,1,8.650963597,8.677037248,2138
66,45,95,0,1,1,3,0,0,77.59383474,1,77.58743754,77.59383474,1874
76,0,28,6,1,2,3,0,0,1.584130156,1,1.556031406,1.584130156,1802
36,2,2,0,0,2,3,0,0,9.69030969,1,9.664525339,9.69030969,1751
69,0,0,3,1,2,3,0,0,5.480234052,1,5.45324768,5.480234052,2570
60,10,153,7,1,3,3,1,0,9.419152276,1,9.393290507,9.419152276,2236
41,0,5,0,0,2,3,0,0,5.979734551,1,5.952890792,5.979734551,2846
45,242,51,3,0,1,2,0,1,21.43570715,1,21.41327623,21.43570715,2642
52,20,52,15,0,3,3,0,1,14.27144284,1,14.24696645,14.27144284,2693
72,124,557,6,1,2,3,0,0,11.90238333,1,11.87723055,11.90238333,1474
75,91,201,3,1,2,3,1,0,18.46724704,1,18.44396859,18.46724704,1171
44,0,0,9,0,2,3,0,1,2.51177394,1,2.483940043,2.51177394,2934
74,105,234,0,1,1,3,0,0,42.65734266,1,42.64097074,42.65734266,2343
26,29,165,8,0,2,3,0,1,5.52304838,1,5.496074233,5.52304838,1619
43,72,610,0,1,2,3,0,0,7.863565006,1,7.837259101,7.863565006,1516
63,577,668,5,1,3,3,1,0,5.894105894,1,5.867237687,5.894105894,2846
61,0,2,4,1,2,3,0,0,3.567860711,1,3.540328337,3.567860711,2352
65,22,17,0,1,2,3,0,0,5.180533752,1,5.153461813,5.180533752,2318
49,42,37,3,0,3,3,0,1,11.98801199,1,11.96288365,11.98801199,2539
69,0,321,6,1,2,3,0,0,3.467960611,1,3.440399714,3.467960611,1557
46,34,21,2,0,2,3,0,1,7.264164407,1,7.237687366,7.264164407,2221
75,231,600,0,1,2,3,0,0,34.97930641,1,34.96074233,34.97930641,1249
53,569,935,0,1,1,3,0,0,23.51933781,1,23.49750178,23.51933781,2793
28,7,0,15,0,3,3,0,1,5.879834451,1,5.85296217,5.879834451,1335
63,9,105,4,1,2,3,0,0,17.22563151,1,17.20199857,17.22563151,1918
34,3,2,11,0,1,3,0,1,11.37433995,1,11.3490364,11.37433995,1925
67,9,0,7,1,1,3,1,0,5.680034251,1,5.653104925,5.680034251,2894
49,167,104,8,0,1,3,0,1,10.50378193,1,10.47822984,10.50378193,2038
40,151,14,0,0,2,3,0,0,30.49807336,1,30.47822984,30.49807336,2673
37,174,186,0,0,1,3,0,0,41.48708434,1,41.4703783,41.48708434,1454
59,6,9,3,1,2,3,1,0,13.70058513,1,13.67594575,13.70058513,1553
75,25,697,0,1,3,3,0,0,1.298701299,1,1.270521056,1.298701299,1070
54,0,0,0,1,1,3,0,0,4.238618524,1,4.211277659,4.238618524,1856
81,5,8,2,1,2,3,1,0,17.66804624,1,17.64453961,17.66804624,2148
48,57,181,5,0,2,3,0,0,14.68531469,1,14.66095646,14.68531469,2760
44,9,5,0,0,1,3,0,0,3.853289568,1,3.825838687,3.853289568,1703
45,165,74,3,0,2,3,0,1,11.70258313,1,11.6773733,11.70258313,2645
69,118,444,9,1,2,3,0,0,12.04509776,1,12.01998572,12.04509776,2556
29,5,100,1,0,1,3,0,1,14.72812901,1,14.70378301,14.72812901,1099
24,15,138,1,0,1,3,0,1,16.01255887,1,15.98857959,16.01255887,2355
63,100,238,2,1,1,3,0,0,15.38461538,1,15.36045682,15.38461538,1679
46,100,15,3,0,2,3,0,1,12.24489796,1,12.21984297,12.24489796,2901
69,3,4,6,1,2,2,0,0,14.10018553,1,14.07566024,14.10018553,1336
40,60,43,3,0,3,3,0,1,14.01455687,1,13.99000714,14.01455687,1975
55,0,172,0,1,1,3,0,0,18.48151848,1,18.45824411,18.48151848,1107
63,0,19,11,1,1,3,0,0,4.16726131,1,4.139900071,4.16726131,2785
51,117,50,4,0,2,2,0,1,42.95704296,1,42.9407566,42.95704296,2878
68,0,31,0,1,2,3,0,0,27.04438419,1,27.0235546,27.04438419,1684
51,3,148,9,1,2,3,1,0,14.17154274,1,14.14703783,14.17154274,1320
40,0,17,1,0,2,3,0,0,4.923647781,1,4.896502498,4.923647781,1368
51,62,122,5,0,2,3,1,0,18.86684744,1,18.84368308,18.86684744,1356
66,0,131,0,1,1,2,0,0,6.02254888,1,5.995717345,6.02254888,1565
39,0,5,7,0,2,3,1,0,2.440416726,1,2.412562455,2.440416726,2973
51,78,22,1,0,2,3,0,1,4.36706151,1,4.339757316,4.36706151,2970
52,38,12,10,0,3,3,0,1,5.708577137,1,5.68165596,5.708577137,1244
71,22,95,0,1,1,3,0,0,24.66105323,1,24.63954318,24.66105323,2039
58,0,0,6,1,1,3,1,0,20.67932068,1,20.6566738,20.67932068,1075
60,91,150,7,1,1,3,1,0,15.74140146,1,15.71734475,15.74140146,2583
57,1424,1700,2,1,2,3,0,1,7.906379335,1,7.880085653,7.906379335,2663
71,0,48,14,1,3,3,0,0,2.083630655,1,2.055674518,2.083630655,1492
66,153,183,10,1,3,3,0,0,29.02811474,1,29.00785153,29.02811474,1604
42,44,5,12,0,2,3,0,0,3.168260311,1,3.140613847,3.168260311,2622
55,0,0,2,1,3,3,0,0,4.053089767,1,4.025695931,4.053089767,1997
71,31,55,1,1,2,2,1,0,7.806479235,1,7.780157031,7.806479235,2230
69,693,273,3,1,1,3,0,0,35.45026402,1,35.4318344,35.45026402,1610
74,761,180,0,1,1,3,0,0,11.18881119,1,11.16345468,11.18881119,1654
49,55,55,1,0,2,2,0,1,41.38718424,1,41.37044968,41.38718424,1651
37,377,79,8,0,3,3,0,1,2.997002997,1,2.969307637,2.997002997,1357
56,0,0,6,1,3,3,0,0,2.140716426,1,2.112776588,2.140716426,2495
66,23,184,2,1,1,3,1,0,24.87512488,1,24.85367595,24.87512488,2358
58,4,5,4,1,2,3,1,0,10.83202512,1,10.80656674,10.83202512,1100
57,15,568,15,1,3,3,1,0,12.90138433,1,12.87651677,12.90138433,1065
60,0,306,6,1,1,2,1,0,12.94419866,1,12.91934333,12.94419866,2978
63,104,674,9,1,2,3,0,0,5.594405594,1,5.56745182,5.594405594,2959
51,23,46,1,0,2,3,0,1,8.876837448,1,8.850820842,8.876837448,2036
48,0,235,1,0,2,2,0,1,17.48251748,1,17.45895789,17.48251748,2235
59,0,25,5,1,1,3,1,0,18.70986157,1,18.68665239,18.70986157,2518
56,160,36,0,1,1,3,0,0,18.11046097,1,18.08708066,18.11046097,1465
40,55,57,12,0,2,2,0,1,15.58441558,1,15.56031406,15.58441558,1387
38,0,0,0,0,2,2,0,0,19.85157699,1,19.82869379,19.85157699,2127
81,35,264,7,1,2,3,0,0,3.796203796,1,3.768736617,3.796203796,1911
52,8,0,1,1,2,3,0,0,6.250891965,1,6.224125625,6.250891965,1570
86,515,54,2,1,3,3,1,0,29.94148708,1,29.92148465,29.94148708,1971
56,8,4,15,1,3,3,1,0,15.88411588,1,15.86009993,15.88411588,2630
68,77,305,0,1,2,3,0,0,2.754388469,1,2.72662384,2.754388469,2804
49,9,2,1,0,2,3,0,1,13.54359926,1,13.51891506,13.54359926,1753
64,134,795,0,1,2,3,0,0,35.55016412,1,35.53176303,35.55016412,1791
60,15,12,16,1,2,3,1,0,6.579135151,1,6.552462527,6.579135151,1808
59,296,142,0,1,2,3,0,0,16.16954474,1,16.14561028,16.16954474,2557
74,983,127,5,1,2,3,0,0,27.74368489,1,27.72305496,27.74368489,1188
44,154,146,0,0,1,2,0,0,12.47324104,1,12.44825125,12.47324104,2177
63,0,7,4,1,2,3,1,0,4.338518624,1,4.311206281,4.338518624,2391
70,132,100,6,1,2,3,1,0,7.849293564,1,7.822983583,7.849293564,1303
53,26,40,10,1,2,3,0,0,15.21335807,1,15.18915061,15.21335807,1984
42,41,48,2,0,2,3,0,1,17.21136007,1,17.18772305,17.21136007,2867
49,1,10,9,0,2,3,0,0,0.585129157,1,0.556745182,0.585129157,2448
49,0,19,14,1,3,3,0,0,2.012273441,1,1.984296931,2.012273441,1023
39,24,9,11,0,2,3,0,1,7.649493364,1,7.623126338,7.649493364,2045
60,156,362,0,1,2,2,0,0,6.379334951,1,6.352605282,6.379334951,1978
56,110,238,1,1,1,2,0,0,36.89167975,1,36.87366167,36.89167975,2215
73,8,8,7,1,2,2,0,0,7.792207792,1,7.765881513,7.792207792,2044
63,485,410,2,1,2,3,1,0,2.954188668,1,2.926481085,2.954188668,2451
37,571,133,0,0,3,3,0,0,1.65548737,1,1.627408994,1.65548737,1589
76,194,341,15,1,1,3,0,0,5.751391466,1,5.724482512,5.751391466,2606
65,9,8,9,1,2,3,0,0,10.07563865,1,10.04996431,10.07563865,2206
77,17,859,0,1,2,2,0,0,13.07264164,1,13.04782298,13.07264164,2347
39,25,93,10,0,3,3,0,0,4.652490367,1,4.625267666,4.652490367,2131
40,0,0,0,0,2,3,0,0,52.20493792,1,52.19129193,52.20493792,1198
67,109,306,1,1,2,2,0,0,6.464963608,1,6.438258387,6.464963608,1019
78,0,0,5,1,3,3,1,0,4.46696161,1,4.439685939,4.46696161,2390
62,0,8,6,1,1,3,0,0,7.149992864,1,7.123483226,7.149992864,1481
51,58,46,0,0,1,3,0,0,45.05494505,1,45.03925767,45.05494505,2126
59,100,203,6,1,2,3,0,0,0.984729556,1,0.956459672,0.984729556,1046
44,19,11,8,0,2,2,0,1,4.238618524,1,4.211277659,4.238618524,2244
57,63,36,7,0,2,2,1,0,17.68231768,1,17.65881513,17.68231768,1693
47,0,61,1,1,1,3,1,1,19.93720565,1,19.9143469,19.93720565,2575
64,0,0,4,1,2,3,0,0,1.869559012,1,1.841541756,1.869559012,2232
75,47,303,0,1,2,3,0,0,12.71585557,1,12.69093505,12.71585557,1051
38,406,89,2,0,2,3,0,1,9.476238048,1,9.450392577,9.476238048,1535
59,166,86,15,1,2,2,1,0,21.35007849,1,21.32762313,21.35007849,2351
47,689,32,0,0,2,3,0,0,52.17639503,1,52.1627409,52.17639503,1299
60,5,0,3,1,2,3,0,0,1.141715427,1,1.113490364,1.141715427,2489
50,21,127,3,1,2,3,1,0,9.062366205,1,9.03640257,9.062366205,2961
64,11,85,9,1,3,3,0,0,4.695304695,1,4.668094218,4.695304695,2487
38,0,0,24,0,2,3,0,1,5.594405594,1,5.56745182,5.594405594,2456
62,0,65,8,1,3,3,0,0,10.57513915,1,10.54960742,10.57513915,1453
67,0,14,5,1,2,2,1,0,1.327244184,1,1.299072091,1.327244184,1488
59,0,7,12,1,3,3,0,0,1.512772941,1,1.484653819,1.512772941,2787
44,34,33,1,0,1,3,0,0,21.03610675,1,21.01356174,21.03610675,1974
42,14,39,2,0,2,3,0,1,6.707578136,1,6.680942184,6.707578136,2853
62,15,120,1,1,1,3,0,0,27.74368489,1,27.72305496,27.74368489,2454
48,140,131,0,1,2,3,0,0,41.64407022,1,41.62740899,41.64407022,1019
49,22,43,0,0,1,3,0,0,18.43870415,1,18.41541756,18.43870415,1756
41,6,0,0,0,1,3,0,0,13.27244184,1,13.24768023,13.27244184,2440
70,0,0,0,1,3,2,0,0,4.809476238,1,4.782298358,4.809476238,2450
71,18,643,10,1,3,3,1,0,8.591408591,1,8.565310493,8.591408591,2220
52,72,18,2,0,2,2,1,0,10.5608677,1,10.53533191,10.5608677,1520
71,0,0,12,1,2,3,0,0,0.999000999,1,0.970735189,0.999000999,1596
37,0,5,0,0,1,3,0,0,20.35107749,1,20.3283369,20.35107749,1737
70,11,28,11,1,2,3,1,0,7.521050378,1,7.494646681,7.521050378,1689
59,0,0,2,1,1,3,0,0,7.249892964,1,7.223411849,7.249892964,2888
40,320,145,8,0,2,2,0,1,13.91465677,1,13.89007852,13.91465677,1727
66,0,63,0,1,1,3,0,0,5.808477237,1,5.781584582,5.808477237,1009
75,82,237,2,1,2,3,0,0,14.10018553,1,14.07566024,14.10018553,1028
63,42,29,0,1,1,3,0,0,15.84130156,1,15.81727338,15.84130156,2195
74,81,0,8,1,2,3,0,0,13.24389896,1,13.21912919,13.24389896,2531
40,2,186,0,0,1,3,0,0,16.11245897,1,16.08850821,16.11245897,1795
71,92,146,10,1,1,3,0,1,57.17140003,1,57.15917202,57.17140003,1075
78,0,0,8,1,2,3,0,0,6.864564007,1,6.837972877,6.864564007,1283
74,0,0,7,1,2,3,0,0,18.49578992,1,18.47251963,18.49578992,1501
45,0,0,2,0,3,3,0,1,30.04138718,1,30.02141328,30.04138718,1029
68,451,13,11,1,2,3,0,0,7.806479235,1,7.780157031,7.806479235,1536
71,53,176,27,1,2,3,0,0,5.080633652,1,5.053533191,5.080633652,2912
44,495,40,0,0,1,2,0,0,14.29998573,1,14.27551749,14.29998573,2218
